Label,TagSet,AssetType,Asset,AssetParent,City,Building,Wing,Floor,Room,Zone
441_U17_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U17,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U17,NA
441_U17_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U17,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U17,NA
441_U18_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U18_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U18_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U18_FCU_FAULT,FCU_Fault_Sensor,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U18_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U18_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U18_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U18,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,NA
441_U19_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U19_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U19_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U19_FCU_FAULT,FCU_Fault_Sensor,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U19_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U19_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U19_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U19,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,NA
441_U1_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U1_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U1_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U1_FCU_FAULT,FCU_Fault_Sensor,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U1_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U1_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U1_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U1,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,NA
441_U2_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U2_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U2_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U2_FCU_FAULT,FCU_Fault_Sensor,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U2_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U2_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U2_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U2,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,NA
441_U3_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U3_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U3_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U3_FCU_FAULT,FCU_Fault_Sensor,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U3_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U3_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U3_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U3,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,NA
441_U4_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U4_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U4_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U4_FCU_FAULT,FCU_Fault_Sensor,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U4_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U4_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U4_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U4,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,NA
441_U5_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U5_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U5_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U5_FCU_FAULT,FCU_Fault_Sensor,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U5_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U5_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U5_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U5,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,NA
441_U6_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U6_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U6_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U6_FCU_FAULT,FCU_Fault_Sensor,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U6_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U6_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U6_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U6,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,NA
441_U7_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U7_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U7_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U7_FCU_FAULT,FCU_Fault_Sensor,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U7_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U7_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U7_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U7,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,NA
441_U8_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U8_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U8_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U8_FCU_FAULT,FCU_Fault_Sensor,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U8_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U8_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U8_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U8,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,NA
441_U9_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
441_U9_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
441_U9_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
441_U9_FCU_FAULT,FCU_Fault_Sensor,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
441_U9_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
441_U9_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
441_U9_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U9,,Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,NA
44G_U10_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U10_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U10_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U10_FCU_FAULT,FCU_Fault_Sensor,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U10_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U10_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U10_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U10,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,NA
44G_U11_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U11_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U11_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U11_FCU_FAULT,FCU_Fault_Sensor,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U11_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U11_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U11_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U11,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,NA
44G_U12_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U12_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U12_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U12_FCU_FAULT,FCU_Fault_Sensor,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U12_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U12_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U12_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U12,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,NA
44G_U13_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U13_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U13_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U13_FCU_FAULT,FCU_Fault_Sensor,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U13_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U13_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U13_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U13,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,NA
44G_U14_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U14_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U14_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U14_FCU_FAULT,FCU_Fault_Sensor,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U14_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U14_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U14_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U14,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,NA
44G_U15_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U15_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U15_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U15_FCU_FAULT,FCU_Fault_Sensor,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U15_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U15_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U15_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U15,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,NA
44G_U16_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U16_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U16_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U16_FCU_FAULT,FCU_Fault_Sensor,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U16_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U16_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U16_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U16,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,NA
44G_U17_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U17_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U17_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U17_FCU_FAULT,FCU_Fault_Sensor,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U17_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U17_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U17_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U17,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,NA
44G_U18_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U18_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U18_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U18_FCU_FAULT,FCU_Fault_Sensor,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U18_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U18_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U18_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U18,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,NA
44G_U19_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U19_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U19_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U19_FCU_FAULT,FCU_Fault_Sensor,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U19_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U19_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U19_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U19,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,NA
44G_U1_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U1_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U1_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U1_FCU_FAULT,FCU_Fault_Sensor,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U1_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U1_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U1_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U1,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U1,NA
44G_U20_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U20_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U20_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U20_FCU_FAULT,FCU_Fault_Sensor,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U20_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U20_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U20_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U20,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U20,NA
44G_U21_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U21_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U21_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U21_FCU_FAULT,FCU_Fault_Sensor,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U21_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U21_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U21_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U21,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U21,NA
44G_U22_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U22_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U22_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U22_FCU_FAULT,FCU_Fault_Sensor,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U22_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U22_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U22_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U22,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U22,NA
44G_U23_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U23_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U23_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U23_FCU_FAULT,FCU_Fault_Sensor,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U23_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U23_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U23_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U23,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U23,NA
44G_U24_CLG_VLV,FCU_Cooling_Valve_Percentage_Command,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
44G_U24_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
44G_U24_FAN_SPD,FCU_Fan_Speed_Sensor_Command,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
44G_U24_FCU_FAULT,FCU_Fault_Sensor,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
44G_U24_HTG_VLV,FCU_Heating_Valve_Percentage_Command,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
44G_U24_RAT,FCU_Return_Air_Temperature_Sensor,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
44G_U24_TEMP_SPT,FCU_Air_Temperature_Setpoint,FCU,U24,,Dublin,B3,SOR44,GroundFloor,SOR44_G_U24,NA
